OBJECTID1,OBJECTID,ID,CAL_YEAR,CAL_QTR,Sector,CENSUS_TRACT,GRPD_NUMBER_ACCTS,USAGE_MMBTU,EMISSIONS_MTCO2E,RSE_Quintile,USAGEPERCAPITA_MMBTU,EMISSIONSPERCAPITA_MTCO2E,Ind_Grp_Flag,SHAPE_Length,SHAPE_Area
71,105,20-4-C-000402,2020,Q4,Commercial,53033000402,140,8011.16901402,20.9158694323798,Middle,57.2226358144286,0.149399067374142,0,21397.1748866823,19362168.1758264
72,105,20-4-R-000402,2020,Q4,Residential,53033000402,2096,19799.93528274,51.6944356583421,Middle,9.44653400894084,0.0246633757911937,0,21397.1748866823,19362168.1758264
73,105,21-1-C-000402,2021,Q1,Commercial,53033000402,138,8422.014555,21.98852083656,Middle,61.0290909782609,0.159337107511304,0,21397.1748866823,19362168.1758264
74,105,21-1-R-000402,2021,Q1,Residential,53033000402,2080,21857.21685294,57.0656658287005,Middle,10.5082773331442,0.0274354162637983,0,21397.1748866823,19362168.1758264
75,105,21-2-C-000402,2021,Q2,Commercial,53033000402,139,7596.02417664,19.8319932591309,Middle,54.6476559470504,0.142676210497344,0,21397.1748866823,19362168.1758264
76,105,21-2-R-000402,2021,Q2,Residential,53033000402,2071,14802.43314738,38.646764092769,Middle,7.14748099825205,0.018660919407421,0,21397.1748866823,19362168.1758264
77,105,21-3-C-000402,2021,Q3,Commercial,53033000402,142,7621.75853652,19.8991815196998,Middle,53.6743558909859,0.140135081124647,0,21397.1748866823,19362168.1758264
78,105,21-3-R-000402,2021,Q3,Residential,53033000402,2081,13068.24711378,34.1190842264778,Middle,6.27979198163383,0.0163955234149341,0,21397.1748866823,19362168.1758264
79,105,21-4-C-000402,2021,Q4,Commercial,53033000402,145,9062.46982086,23.6606461773891,Middle,62.499791868,0.16317687018889,0,21397.1748866823,19362168.1758264
80,105,21-4-R-000402,2021,Q4,Residential,53033000402,2105,22042.6632498,57.5498364430816,Middle,10.4715739904038,0.0273395897591837,0,21397.1748866823,19362168.1758264
81,42,17-1-C-005200,2017,Q1,Commercial,53033005200,312,29109.28025688,179.434978773856,Second highest,93.2989751823077,0.575112111454666,0,14181.3841442617,10384379.7505922
82,42,17-1-R-005200,2017,Q1,Residential,53033005200,3319,24320.22916626,149.914383513201,Second highest,7.32757733240735,0.0451685397749929,0,14181.3841442617,10384379.7505922
83,42,17-2-C-005200,2017,Q2,Commercial,53033005200,313,26219.95517196,161.624645412527,Second highest,83.7698248305431,0.516372669049606,0,14181.3841442617,10384379.7505922
84,42,17-2-R-005200,2017,Q2,Residential,53033005200,3352,16230.87437628,100.050106821194,Second highest,4.84214629363962,0.0298478838965376,0,14181.3841442617,10384379.7505922
85,42,17-3-C-005200,2017,Q3,Commercial,53033005200,310,26628.86602956,164.14524744756,Second highest,85.8995678372903,0.529500798217936,0,14181.3841442617,10384379.7505922
86,42,17-3-R-005200,2017,Q3,Residential,53033005200,3546,15891.359622,97.957275181592,Second highest,4.48148889509306,0.0276247250935116,0,14181.3841442617,10384379.7505922
87,42,17-4-C-005200,2017,Q4,Commercial,53033005200,310,27641.98157766,170.390278766252,Second highest,89.1676825085806,0.549646060536296,0,14181.3841442617,10384379.7505922
88,42,17-4-R-005200,2017,Q4,Residential,53033005200,3748,22576.41407358,139.165185271977,Second highest,6.02358966744397,0.0371305190160024,0,14181.3841442617,10384379.7505922
89,42,18-1-C-005200,2018,Q1,Commercial,53033005200,312,28004.63064114,119.315379591084,Second highest,89.7584315421154,0.38242108843296,0,14181.3841442617,10384379.7505922
90,42,18-1-R-005200,2018,Q1,Residential,53033005200,3529,25154.29266786,107.171346641576,Second highest,7.12788117536413,0.0303687579035354,0,14181.3841442617,10384379.7505922
91,42,18-2-C-005200,2018,Q2,Commercial,53033005200,311,24862.86861474,105.929717285148,Second highest,79.9449151599357,0.340610023424912,0,14181.3841442617,10384379.7505922
92,42,18-2-R-005200,2018,Q2,Residential,53033005200,3503,17253.44155218,73.5093047442932,Second highest,4.92533301518127,0.0209846716369664,0,14181.3841442617,10384379.7505922
93,42,18-3-C-005200,2018,Q3,Commercial,53033005200,310,26026.01937078,110.885389643657,Second highest,83.9549011960645,0.35769480530212,0,14181.3841442617,10384379.7505922
94,42,18-3-R-005200,2018,Q3,Residential,53033005200,3463,13957.4951556,59.466730840744,Second highest,4.03046351591106,0.0171720273868738,0,14181.3841442617,10384379.7505922
95,42,18-4-C-005200,2018,Q4,Commercial,53033005200,307,27542.06729418,117.344601185373,Second highest,89.7135742481433,0.382229971287861,0,14181.3841442617,10384379.7505922
96,42,18-4-R-005200,2018,Q4,Residential,53033005200,3441,20405.54236278,86.9390160497372,Second highest,5.93011983806452,0.0252656251234342,0,14181.3841442617,10384379.7505922
97,42,19-1-C-005200,2019,Q1,Commercial,53033005200,309,28809.79331694,159.20573624996,Second highest,93.2355770774757,0.515228919902784,0,14181.3841442617,10384379.7505922
98,42,19-1-R-005200,2019,Q1,Residential,53033005200,3394,23809.10083068,131.571420367293,Second highest,7.01505622589275,0.0387658869673816,0,14181.3841442617,10384379.7505922
99,42,19-2-C-005200,2019,Q2,Commercial,53033005200,306,24317.35955652,134.380107807798,Second highest,79.4684952827451,0.439150679110451,0,14181.3841442617,10384379.7505922
100,42,19-2-R-005200,2019,Q2,Residential,53033005200,3431,15282.7191495,84.453801085302,Second highest,4.45430461949869,0.0246149230793652,0,14181.3841442617,10384379.7505922
101,42,19-3-C-005200,2019,Q3,Commercial,53033005200,306,25166.14644222,139.070587172595,Second highest,82.2423086347059,0.454479043047696,0,14181.3841442617,10384379.7505922
102,42,19-3-R-005200,2019,Q3,Residential,53033005200,3436,13698.50008104,75.6992515333238,Second highest,3.98675788155995,0.0220312140667415,0,14181.3841442617,10384379.7505922
103,42,19-4-C-005200,2019,Q4,Commercial,53033005200,304,25145.8851549,138.95862131676,Second highest,82.7167274832237,0.457100728015659,0,14181.3841442617,10384379.7505922
104,42,19-4-R-005200,2019,Q4,Residential,53033005200,3429,19776.081012,109.284558310352,Second highest,5.76730271566054,0.0318706790056436,0,14181.3841442617,10384379.7505922
105,42,20-1-C-005200,2020,Q1,Commercial,53033005200,303,28189.65393264,73.5986370986829,Second highest,93.0351614938614,0.242899792404894,0,14181.3841442617,10384379.7505922
106,42,20-1-R-005200,2020,Q1,Residential,53033005200,3406,23028.9252561,60.1248073760112,Second highest,6.76128163714034,0.0176526152014126,0,14181.3841442617,10384379.7505922
107,42,20-2-C-005200,2020,Q2,Commercial,53033005200,302,21702.41147328,56.6614939653018,Second highest,71.8622896466225,0.187620840944708,0,14181.3841442617,10384379.7505922
108,42,20-2-R-005200,2020,Q2,Residential,53033005200,3354,16046.68364694,41.8953013467485,Second highest,4.78434217261181,0.012491145303145,0,14181.3841442617,10384379.7505922
109,42,20-3-C-005200,2020,Q3,Commercial,53033005200,300,23618.29396188,61.663553952953,Second highest,78.7276465396,0.205545179843177,0,14181.3841442617,10384379.7505922
110,42,20-3-R-005200,2020,Q3,Residential,53033005200,3297,14628.94288908,38.1938090266554,Second highest,4.43704667548681,0.0115844128075994,0,14181.3841442617,10384379.7505922
111,42,20-4-C-005200,2020,Q4,Commercial,53033005200,300,25253.83844022,65.9336966374902,Second highest,84.1794614674,0.219778988791634,0,14181.3841442617,10384379.7505922
112,42,20-4-R-005200,2020,Q4,Residential,53033005200,3195,20525.216349,53.588027474608,Second highest,6.4241678713615,0.0167724655632576,0,14181.3841442617,10384379.7505922
113,42,21-1-C-005200,2021,Q1,Commercial,53033005200,301,25726.6996257,67.1682608812144,Second highest,85.4707628760797,0.223150368376128,0,14181.3841442617,10384379.7505922
114,42,21-1-R-005200,2021,Q1,Residential,53033005200,3166,23015.06514342,60.0886208585846,Second highest,7.26944571807328,0.0189793496078915,0,14181.3841442617,10384379.7505922
115,42,21-2-C-005200,2021,Q2,Commercial,53033005200,302,23485.99505766,61.3181428647747,Second highest,77.7681955551656,0.203040208161506,0,14181.3841442617,10384379.7505922
116,42,21-2-R-005200,2021,Q2,Residential,53033005200,3178,15744.81503328,41.1071711128218,Second highest,4.95431561777218,0.0129349185377035,0,14181.3841442617,10384379.7505922
117,42,21-3-C-005200,2021,Q3,Commercial,53033005200,306,24424.90338504,63.7694809841037,Second highest,79.8199457027451,0.208396996680077,0,14181.3841442617,10384379.7505922
118,42,21-3-R-005200,2021,Q3,Residential,53033005200,3282,14634.83224272,38.2091851785702,Second highest,4.45912012270567,0.0116420430160177,0,14181.3841442617,10384379.7505922
119,42,21-4-C-005200,2021,Q4,Commercial,53033005200,311,25555.29418494,66.7207489372445,Second highest,82.1713639387138,0.21453617021622,0,14181.3841442617,10384379.7505922
120,42,21-4-R-005200,2021,Q4,Residential,53033005200,3490,22516.70162358,58.7874741354794,Second highest,6.45177696950716,0.0168445484628881,0,14181.3841442617,10384379.7505922
121,135,17-1-C-005302,2017,Q1,Commercial,53033005302,82,237694.69165794,1465.19397167919,Second highest,2898.7157519261,17.8682191668194,0,28818.4342706566,25292395.2736515
122,135,17-1-R-005302,2017,Q1,Residential,53033005302,137,2777.94942318,17.1237932159225,Second highest,20.2770030889051,0.124991191357098,0,28818.4342706566,25292395.2736515
123,135,17-2-C-005302,2017,Q2,Commercial,53033005302,81,256173.76707384,1579.1024048576,Second highest,3162.63909967704,19.4950914179951,0,28818.4342706566,25292395.2736515
124,135,17-2-R-005302,2017,Q2,Residential,53033005302,20,1357.72803954,8.36928635148744,Second highest,67.886401977,0.418464317574372,0,28818.4342706566,25292395.2736515
125,135,17-3-C-005302,2017,Q3,Commercial,53033005302,78,287990.19143676,1775.22471979774,Second highest,3692.18194149692,22.7592912794582,0,28818.4342706566,25292395.2736515
126,135,17-3-R-005302,2017,Q3,Residential,53033005302,23,1078.49556264,6.64804580127904,Second highest,46.8911114191304,0.289045469620828,0,28818.4342706566,25292395.2736515
127,135,17-4-C-005302,2017,Q4,Commercial,53033005302,79,246819.04746198,1521.4381857434,Second highest,3124.29174002506,19.2587112119418,0,28818.4342706566,25292395.2736515
128,135,17-4-R-005302,2017,Q4,Residential,53033005302,25,1460.93503812,9.00547334876432,Second highest,58.4374015248,0.360218933950573,0,28818.4342706566,25292395.2736515
129,135,18-1-C-005302,2018,Q1,Commercial,53033005302,75,237850.98814278,1013.37815520694,Second highest,3171.3465085704,13.5117087360925,0,28818.4342706566,25292395.2736515
130,135,18-1-R-005302,2018,Q1,Residential,53033005302,25,1767.61818132,7.5310414544968,Second highest,70.7047272528,0.301241658179872,0,28818.4342706566,25292395.2736515
131,135,18-2-C-005302,2018,Q2,Commercial,53033005302,73,260920.20736014,1111.66592350714,Second highest,3574.24941589233,15.2283003220157,0,28818.4342706566,25292395.2736515
132,135,18-2-R-005302,2018,Q2,Residential,53033005302,25,1307.57640582,5.5710063526268,Second highest,52.3030562328,0.222840254105072,0,28818.4342706566,25292395.2736515
133,135,18-3-C-005302,2018,Q3,Commercial,53033005302,73,286732.86561672,1221.64227554709,Second highest,3927.84747420164,16.7348256924259,0,28818.4342706566,25292395.2736515
134,135,18-3-R-005302,2018,Q3,Residential,53033005302,27,960.33656658,4.0915705493492,Second highest,35.5680209844444,0.151539649975896,0,28818.4342706566,25292395.2736515
135,135,18-4-C-005302,2018,Q4,Commercial,53033005302,68,258250.08156096,1100.28969514807,Second highest,3797.79531707294,16.180730811001,0,28818.4342706566,25292395.2736515
136,135,18-4-R-005302,2018,Q4,Residential,53033005302,31,1473.35522772,6.2773167952328,Second highest,47.5275879909677,0.2024940901688,0,28818.4342706566,25292395.2736515
137,135,19-1-C-005302,2019,Q1,Commercial,53033005302,68,244161.55340508,1349.26062975028,Second highest,3590.61107948647,19.8420680845629,0,28818.4342706566,25292395.2736515
138,135,19-1-R-005302,2019,Q1,Residential,53033005302,34,1776.04275498,9.81458600925608,Second highest,52.2365516170588,0.288664294389885,0,28818.4342706566,25292395.2736515
139,135,19-2-C-005302,2019,Q2,Commercial,53033005302,67,264105.27626742,1459.47159332553,Second highest,3941.86979503612,21.7831581093363,0,28818.4342706566,25292395.2736515
140,135,19-2-R-005302,2019,Q2,Residential,53033005302,35,1252.31338638,6.92040628341048,Second highest,35.780382468,0.197725893811728,0,28818.4342706566,25292395.2736515
141,135,19-3-C-005302,2019,Q3,Commercial,53033005302,67,286587.99638874,1583.71330413683,Second highest,4277.43278192149,23.6375120020423,0,28818.4342706566,25292395.2736515
142,135,19-3-R-005302,2019,Q3,Residential,53033005302,34,927.6755625,5.12642591025,Second highest,27.2845753676471,0.150777232654412,0,28818.4342706566,25292395.2736515
143,135,19-4-C-005302,2019,Q4,Commercial,53033005302,66,263211.54467364,1454.53274510707,Second highest,3988.05370717636,22.0383749258648,0,28818.4342706566,25292395.2736515
144,135,19-4-R-005302,2019,Q4,Residential,53033005302,33,1333.46772414,7.36887309297144,Second highest,40.4081128527273,0.223299184635498,0,28818.4342706566,25292395.2736515
145,135,20-1-C-005302,2020,Q1,Commercial,53033005302,66,250114.80619086,653.009394788429,Second highest,3789.61827561909,9.89408173921862,0,28818.4342706566,25292395.2736515
146,135,20-1-R-005302,2020,Q1,Residential,53033005302,32,1597.63901508,4.17117763724736,Second highest,49.92621922125,0.13034930116398,0,28818.4342706566,25292395.2736515
147,135,20-2-C-005302,2020,Q2,Commercial,53033005302,67,231208.39094922,603.647795758818,Second highest,3450.87150670478,9.0096685934152,0,28818.4342706566,25292395.2736515
148,135,20-2-R-005302,2020,Q2,Residential,53033005302,32,948.32924592,2.47593461726464,Second highest,29.635288935,0.07737295678952,0,28818.4342706566,25292395.2736515
149,135,20-3-C-005302,2020,Q3,Commercial,53033005302,67,259956.85104966,678.705385580039,Second highest,3879.95300074119,10.1299311280603,0,28818.4342706566,25292395.2736515
150,135,20-3-R-005302,2020,Q3,Residential,53033005302,30,798.21555876,2.08401200582592,Second highest,26.607185292,0.069467066860864,0,28818.4342706566,25292395.2736515
151,135,20-4-C-005302,2020,Q4,Commercial,53033005302,67,385186.70199462,1005.6603164793,Second highest,5749.05525365104,15.0098554698402,0,28818.4342706566,25292395.2736515
152,135,20-4-R-005302,2020,Q4,Residential,53033005302,29,1341.00172926,3.50113910076192,Second highest,46.24143894,0.120728934509032,0,28818.4342706566,25292395.2736515
153,135,21-1-C-005302,2021,Q1,Commercial,53033005302,65,373287.38580204,974.593122242968,Second highest,5742.88285849292,14.9937403421995,0,28818.4342706566,25292395.2736515
154,135,21-1-R-005302,2021,Q1,Residential,53033005302,28,1597.96316838,4.17202394920096,Second highest,57.0701131564286,0.149000855328606,0,28818.4342706566,25292395.2736515
155,135,21-2-C-005302,2021,Q2,Commercial,53033005302,63,242316.04289184,632.648082399329,Second highest,3846.28639510857,10.0420330539576,0,28818.4342706566,25292395.2736515
156,135,21-2-R-005302,2021,Q2,Residential,53033005302,31,1215.15859392,3.17258298328064,Second highest,39.19866432,0.10234138655744,0,28818.4342706566,25292395.2736515
157,135,21-3-C-005302,2021,Q3,Commercial,53033005302,64,263838.12276612,688.838759662023,Second highest,4122.47066822062,10.7631056197191,0,28818.4342706566,25292395.2736515
158,135,21-3-R-005302,2021,Q3,Residential,53033005302,33,1010.74752294,2.63889866534048,Second highest,30.6287128163636,0.0799666262224388,0,28818.4342706566,25292395.2736515
